smiles,func_group,sascore,scscore
[H]C(=O)c1c([H])c(-c2c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c(C([H])=O)c3[H])c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c(C([H])=O)c3[H])c2[H])c([H])c([H])c1OC([H])([H])[H],aldehyde,0.31335001038098387,0.7262719964403768
[H]C(=O)c1c(C([H])([H])C([H])([H])[H])c(C([H])=O)c(C([H])([H])C([H])([H])[H])c(C([H])=O)c1C([H])([H])C([H])([H])[H],aldehyde,0.2431569353579145,0.6862884220870966
[H]C(=O)c1c([H])c([H])c(C(c2c([H])c([H])c(C([H])=O)c([H])c2[H])(c2c([H])c([H])c(C([H])=O)c([H])c2[H])C(F)(F)F)c([H])c1[H],aldehyde,0.23287149808005625,0.6514312729072755
[H]Oc1c([H])c([H])c(-c2c([H])c(-c3c([H])c([H])c(O[H])c(C([H])=O)c3[H])c([H])c(-c3c([H])c([H])c(O[H])c(C([H])=O)c3[H])c2[H])c([H])c1C([H])=O,aldehyde,0.3800746544813409,0.6801712216648574
[H]C#CC([H])([H])Oc1c([H])c(C([H])=O)c([H])c([H])c1OC([H])([H])C([H])([H])Oc1c([H])c2c(c([H])c1OC([H])([H])[H])C([H])([H])c1c([H])c(OC([H])([H])C([H])([H])Oc3c([H])c([H])c(C([H])=O)c([H])c3OC([H])([H])C#C[H])c(OC([H])([H])[H])c([H])c1C([H])([H])c1c([H])c(OC([H])([H])C([H])([H])Oc3c([H])c([H])c(C([H])=O)c([H])c3OC([H])([H])C#C[H])c(OC([H])([H])[H])c([H])c1C2([H])[H],aldehyde,0.39813604254387014,0.8851162011192343
[H]C(=O)c1c(C#Cc2c([H])c([H])c([H])c([H])c2[H])c(C([H])=O)c(C#Cc2c([H])c([H])c([H])c([H])c2[H])c(C([H])=O)c1C#Cc1c([H])c([H])c([H])c([H])c1[H],aldehyde,0.21088413469223433,0.6493705932906031
[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1C(=O)N(C([H])([H])C(C([H])=O)(C([H])([H])[H])C([H])([H])[H])C([H])(C(C([H])=O)(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],aldehyde,0.5732440208085392,0.7956323678108159
[H]C(=O)c1c([H])c([H])c(N(c2c([H])c([H])c(C([H])=O)c([H])c2[H])c2c([H])c([H])c(C([H])=O)c(OC([H])([H])[H])c2[H])c([H])c1[H],aldehyde,0.35075259791407243,0.7007123116434941
[H]C(=O)c1sc(C([H])=O)c(C([H])=O)c1[H],aldehyde,0.35913774381187047,0.5032055692058334
[H]C(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])OC(=O)c1c([H])c(C(=O)OC([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c([H])c2C([H])=O)c([H])c(C(=O)OC([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c([H])c2C([H])=O)c1[H],aldehyde,0.3580984017900306,0.772733280844175
[H]C(=O)c1c(C#C[Si](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(C([H])=O)c(C#C[Si](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(C([H])=O)c1C#C[Si](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],aldehyde,0.18007061814037645,0.7899752528225135
[H]C(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])c1c([H])c(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2C([H])=O)c([H])c(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2C([H])=O)c1[H],aldehyde,0.22076204844761327,0.7458321774358518
[H]C(=O)c1c([H])c([H])c([H])c(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c(C([H])=O)c2[H])C([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c(C([H])=O)c2[H])c1[H],aldehyde,0.31137250190304766,0.38615696696198776
[H]C(=O)c1c([H])c([H])c([H])c([H])c1C([H])([H])c1c([H])c(C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])=O)c([H])c(C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])=O)c1[H],aldehyde,0.3339756024471938,0.7445755357508873
[H]C(=O)c1c([H])c([H])c2c([H])c(OC([H])([H])C([H])([H])Oc3c([H])c4c(c([H])c3OC([H])([H])[H])C([H])([H])c3c([H])c(OC([H])([H])C([H])([H])Oc5c([H])c([H])c6c([H])c(C([H])=O)c([H])c([H])c6c5[H])c(OC([H])([H])[H])c([H])c3C([H])([H])c3c([H])c(OC([H])([H])C([H])([H])Oc5c([H])c([H])c6c([H])c(C([H])=O)c([H])c([H])c6c5[H])c(OC([H])([H])[H])c([H])c3C4([H])[H])c([H])c([H])c2c1[H],aldehyde,0.5972591592144998,0.8818663570838952
[H]C(=O)c1c([H])c([H])c(C([H])=C([H])c2c([H])c(C([H])=C([H])c3c([H])c([H])c(C([H])=O)c([H])c3[H])c([H])c(C([H])=C([H])c3c([H])c([H])c(C([H])=O)c([H])c3[H])c2[H])c([H])c1[H],aldehyde,0.22610854522079515,0.7171643047068116
[H]C(=O)c1c([H])c([H])c2c(c1[H])C1([H])c3c([H])c(C([H])=O)c([H])c([H])c3C2([H])c2c([H])c([H])c(C([H])=O)c([H])c21,aldehyde,0.30371893613459955,0.7247657064035093
[H]C(=O)c1c([H])n(C([H])([H])c2c(C([H])([H])[H])c(C([H])([H])n3c([H])c(C([H])=O)c4c([H])c([H])c([H])c([H])c43)c(C([H])([H])[H])c(C([H])([H])n3c([H])c(C([H])=O)c4c([H])c([H])c([H])c([H])c43)c2C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12,aldehyde,0.3648926123982812,0.6804115278171103
[H]Oc1c(C([H])=O)c([H])c(C([H])=O)c([H])c1C([H])=O,aldehyde,0.19839016155450628,0.5713565065454591
[H]C(=O)c1c([H])c([H])c([H])c([H])c1-c1c([H])c2c3c4c1C([H])([H])c1c([H])c(-c5c([H])c([H])c([H])c([H])c5C([H])=O)c5c(c14)c1c(c([H])c(-c4c([H])c([H])c([H])c([H])c4C([H])=O)c(c31)C2([H])[H])C5([H])[H],aldehyde,0.40265813137640527,0.7185656827478007
[H]O[C@@]1(C([H])=O)[C@@]([H])(C([H])=O)O[C@@]2(C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])O[C@]1(C([H])=O)[C@]([H])(OC(=O)c1c([H])c([H])c([H])c([H])c1[H])[C@@]2([H])OC(=O)c1c([H])c([H])c([H])c([H])c1[H],aldehyde,0.5896987304926952,0.9096554914419834
[H]C(=O)c1c([H])c([H])c([H])c([H])c1Oc1nc(Oc2c([H])c([H])c([H])c([H])c2C([H])=O)nc(Oc2c([H])c([H])c([H])c([H])c2C([H])=O)n1,aldehyde,0.16928681410526486,0.6151465613061625
[H]Oc1c(C([H])=O)c(O[H])c(C([H])=O)c(O[H])c1C([H])=O,aldehyde,0.11421375386564542,0.5374919968056874
[H]C(=O)c1c([H])c([H])c(B2OB(c3c([H])c([H])c(C([H])=O)c([H])c3[H])OB(c3c([H])c([H])c(C([H])=O)c([H])c3[H])O2)c([H])c1[H],aldehyde,0.12820193418870984,0.6753540632890696
[H]C(=O)c1c([H])c([H])c(C([H])([H])OC(=O)c2c([H])c(C(=O)OC([H])([H])c3c([H])c([H])c(C([H])=O)c([H])c3[H])c([H])c(C(=O)OC([H])([H])c3c([H])c([H])c(C([H])=O)c([H])c3[H])c2[H])c([H])c1[H],aldehyde,0.2563410117805761,0.7139088302486852
[H]C(=O)c1c([H])c([H])c(-c2c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(-c3c([H])c([H])c(C([H])=O)c([H])c3[H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(-c3c([H])c([H])c(C([H])=O)c([H])c3[H])c2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],aldehyde,0.6591753117654963,0.8314262397559501
[H]C(=O)c1c([H])c(C([H])=O)n(C([H])([H])[H])c1C([H])=O,aldehyde,0.4165053894941594,0.597873050462535
[H]C(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])c1c(C([H])([H])[H])c(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2C([H])=O)c(C([H])([H])[H])c(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2C([H])=O)c1C([H])([H])[H],aldehyde,0.24451833808991574,0.5078999370940664
[H]C(=O)[C@]1(C([H])([H])[H])C([H])([H])[C@@](C([H])=O)(C([H])([H])[H])C([H])([H])[C@@](C([H])=O)(C([H])([H])[H])C1([H])[H],aldehyde,0.14515983191284276,0.7404163137641562
[H]C(=O)c1c([H])n(C([H])([H])c2c([H])c(C([H])([H])n3c([H])c(C([H])=O)c4c([H])c([H])c([H])c([H])c43)c([H])c(C([H])([H])n3c([H])c(C([H])=O)c4c([H])c([H])c([H])c([H])c43)c2[H])c2c([H])c([H])c([H])c([H])c12,aldehyde,0.4121007852311831,0.41591128417979384
[H]C(=O)c1c([H])c([H])c(C([H])=O)c(C([H])=O)c1[H],aldehyde,0.319428112747564,0.5657810814252078
[H]C(=O)c1c([H])c([H])c(P(c2c([H])c([H])c(C([H])=O)c([H])c2[H])c2c([H])c([H])c(C([H])=O)c([H])c2[H])c([H])c1[H],aldehyde,0.23765672231890345,0.6710949159411421
[H]C(=O)[C@@]1([H])O[C@]2([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]2([H])[C@@]1([H])OC([H])([H])c1c([H])c(C([H])([H])O[C@@]2([H])[C@@]([H])(C([H])=O)O[C@]3([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]23[H])c([H])c(C([H])([H])O[C@@]2([H])[C@@]([H])(C([H])=O)O[C@]3([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]23[H])c1[H],aldehyde,0.2366808387412972,0.8943344383242372
[H]C(=O)c1c([H])c([H])c(Oc2c([H])c3c(c([H])c2OC([H])([H])[H])C([H])([H])c2c([H])c(Oc4c([H])c([H])c(C([H])=O)c([H])c4[H])c(OC([H])([H])[H])c([H])c2C([H])([H])c2c([H])c(Oc4c([H])c([H])c(C([H])=O)c([H])c4[H])c(OC([H])([H])[H])c([H])c2C3([H])[H])c([H])c1[H],aldehyde,0.32694845849972554,0.7753496027843714
[H]C(=O)c1c([H])c(C([H])=O)n([H])c1C([H])=O,aldehyde,0.3640583534684192,0.5594325229019514
[H]C(=O)c1c([H])c([H])c(OC([H])([H])C([H])([H])Oc2c([H])c3c(c([H])c2OC([H])([H])[H])C([H])([H])c2c([H])c(OC([H])([H])C([H])([H])Oc4c([H])c([H])c(C([H])=O)c([H])c4[H])c(OC([H])([H])[H])c([H])c2C([H])([H])c2c([H])c(OC([H])([H])C([H])([H])Oc4c([H])c([H])c(C([H])=O)c([H])c4[H])c(OC([H])([H])[H])c([H])c2C3([H])[H])c([H])c1[H],aldehyde,0.4793916171674337,0.8486518697379231
[H]Oc1c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C([H])([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c1OC([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])=O)C([H])([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c1OC([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])=O)C([H])([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c1OC([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])=O)C2([H])[H],aldehyde,0.3364848737211926,0.9683210471801671
[H]C(=O)c1oc(P(c2oc(C([H])=O)c([H])c2[H])c2oc(C([H])=O)c([H])c2[H])c([H])c1[H],aldehyde,0.14024540380756523,0.6232334363534732
[H]Oc1c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C([H])([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c1OC([H])([H])C([H])([H])Oc1c([H])c([H])c(C([H])=O)c([H])c1[H])C([H])([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c1OC([H])([H])C([H])([H])Oc1c([H])c([H])c(C([H])=O)c([H])c1[H])C([H])([H])c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c1OC([H])([H])C([H])([H])Oc1c([H])c([H])c(C([H])=O)c([H])c1[H])C2([H])[H],aldehyde,0.4229650470613485,0.967986917244616
[H]C(=O)c1sc(-c2c([H])c([H])c(N(c3c([H])c([H])c(-c4sc(C([H])=O)c([H])c4[H])c([H])c3[H])c3c([H])c([H])c(-c4sc(C([H])=O)c([H])c4[H])c([H])c3[H])c([H])c2[H])c([H])c1[H],aldehyde,0.5030896989349469,0.7114610397169354
[H]C(=O)c1c([H])c([H])c([H])c([H])c1-c1c([H])c(-c2c([H])c([H])c([H])c([H])c2C([H])=O)c([H])c(-c2c([H])c([H])c([H])c([H])c2C([H])=O)c1[H],aldehyde,0.29621388362064827,0.6720088480792156
[H]C(=O)c1c(Cl)c(C([H])=O)c(Cl)c(C([H])=O)c1Cl,aldehyde,0.11457842153576486,0.3828267579774935
[H]C(=O)c1c([H])c([H])c(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])Oc2c([H])c([H])c(C([H])=O)c([H])c2[H])C([H])([H])C([H])([H])Oc2c([H])c([H])c(C([H])=O)c([H])c2[H])c([H])c1[H],aldehyde,0.2858196486388791,0.7757444076746655
[H]C(=O)c1c(Br)c(C([H])=O)c(Br)c(C([H])=O)c1Br,aldehyde,0.11268832832808512,0.39724932208005764
[H]C(=O)c1c([H])c([H])c(/C([H])=C(\[H])c2c([H])c(/C([H])=C(\[H])c3c([H])c([H])c(C([H])=O)c([H])c3[H])c([H])c(/C([H])=C(\[H])c3c([H])c([H])c(C([H])=O)c([H])c3[H])c2[H])c([H])c1[H],aldehyde,0.26474876162508054,0.7171643047068116
[H]C(=O)c1c([H])c2c(c([H])c1OC([H])([H])[H])C([H])([H])c1c([H])c(C([H])=O)c(OC([H])([H])[H])c([H])c1C([H])([H])c1c([H])c(C([H])=O)c(OC([H])([H])[H])c([H])c1C2([H])[H],aldehyde,0.3269177526579212,0.19749583464249365
[H]C(=O)c1nc(C([H])=O)c([H])c(C([H])=O)c1[H],aldehyde,0.29053416799177767,0.5357686780458896
[H]C(=O)c1c([H])c([H])c([H])c(OC([H])([H])c2c([H])c(C([H])([H])Oc3c([H])c([H])c([H])c(C([H])=O)c3[H])c([H])c(C([H])([H])Oc3c([H])c([H])c([H])c(C([H])=O)c3[H])c2[H])c1[H],aldehyde,0.21846195697968362,0.748629688525919
[H]C(=O)c1c([H])c(C([H])=O)c(Cl)c(C([H])=O)c1[H],aldehyde,0.1965231440977956,0.5205900900674777
[H]C(=O)c1c(C([H])([H])[H])c(C([H])=O)c(C([H])([H])[H])c(C([H])=O)c1C([H])([H])[H],aldehyde,0.11864470730765031,0.6211356226186067
[H]Oc1c(C([H])=O)c([H])c(C(c2c([H])c([H])c(C(c3c([H])c(C([H])=O)c(O[H])c(C([H])([H])[H])c3[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])(c2c([H])c(C([H])=O)c(O[H])c(C([H])([H])[H])c2[H])C([H])([H])[H])c([H])c1C([H])([H])[H],aldehyde,0.4617772419166828,0.7057649716482802
[H]C(=O)c1c([H])c([H])c2c(c1[H])C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1c-2c2c(c3c1-c1c([H])c([H])c(C([H])=O)c([H])c1C3(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])-c1c([H])c([H])c(C([H])=O)c([H])c1C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],aldehyde,0.7031665540680281,0.9311386030071809
[H]C(=O)c1c([H])c([H])c2c(c1[H])C1([H])c3c([H])c([H])c(C([H])=O)c([H])c3C2([H])c2c([H])c(C([H])=O)c([H])c([H])c21,aldehyde,0.30371893613459955,0.7247657064035093
[H]C(=O)c1c([H])c([H])c(C(c2c([H])c([H])c(C([H])=O)n2[H])(c2c([H])c([H])c(C([H])=O)n2[H])C([H])([H])C([H])([H])[H])n1[H],aldehyde,0.31570178252673786,0.7173414977726968
[H]Oc1c2c([H])c(C([H])=O)c([H])c1C([H])([H])c1c([H])c(C([H])=O)c([H])c(c1OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])c1c([H])c(C([H])=O)c([H])c(c1O[H])C([H])([H])c1c([H])c([H])c([H])c(c1OC([H])([H])C([H])([H])C([H])([H])[H])C2([H])[H],aldehyde,0.40810879161219504,0.8747685927363581
[H]Oc1c(C([H])=O)c([H])c(C([H])([H])[H])c([H])c1/C([H])=N\C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])/N=C(\[H])c1c([H])c(C([H])([H])[H])c([H])c(C([H])=O)c1O[H])C([H])([H])C([H])([H])/N=C(\[H])c1c([H])c(C([H])([H])[H])c([H])c(C([H])=O)c1O[H],aldehyde,0.5054337229228746,0.7441524995946565
[H]C(=O)c1c([H])c([H])c(C#Cc2c([H])c(C([H])=O)c([H])c(C([H])=O)c2[H])c([H])c1[H],aldehyde,0.35153197947593284,0.6045124620514362
[H]C(=O)c1c([H])c2c(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])c(c1[H])C([H])([H])c1c([H])c(C([H])=O)c([H])c(c1OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])c1c([H])c(C([H])=O)c([H])c(c1OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c(c1OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])C2([H])[H],aldehyde,0.45213922770260195,0.9223123327385583
[H]C(=O)c1c([H])c([H])c(-c2c([H])c(-c3c([H])c([H])c(C([H])=O)c([H])c3[H])c([H])c(-c3c([H])c([H])c(C([H])=O)c([H])c3[H])c2[H])c([H])c1[H],aldehyde,0.39930630090319486,0.6634530299938137
