smiles,sas,scs,chemist_score,sas_norm,scs_norm
Nc1ccc(C2=C(c3ccc(N)cc3)C(c3ccc(N)cc3)=C(c3ccc(N)cc3)C2=O)cc1,7.589822440041438,2.354050154577391,1,0.7322024933379375,0.3385125386443477
Nc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(N)cc3)c3cc2c(O)cc3O)cc1,9.128296273501526,2.557508013540965,1,0.9031440303890584,0.3893770033852413
CCCCC[C@@H](Cl)[C@H](Cl)CCCCC,7.670499499253543,1.9758775015708934,1,0.7411666110281714,0.24396937539272334
Clc1ccc(C#Cc2cccc(C#Cc3ccc(Cl)cc3)c2)cc1,6.475657819068614,2.443741694896868,1,0.608406424340957,0.36093542372421705
Clc1ccc(/N=N/c2ccc(Cl)cc2)cc1,6.340319621460091,1.6290203516479913,1,0.593368846828899,0.15725508791199783
Clc1ccc2c(ccc3cc(Cl)ccc32)c1,6.256926045418258,2.6137464371289125,1,0.584102893935362,0.40343660928222813
CC[C@@H](C)[C@H](Cl)C(O)=NCCN=C(O)[C@H](C)Cl,8.035801984236349,2.4291694576540572,0,0.781755776026261,0.3572923644135143
Cl[C@@H]1CN(Cc2ccccc2)C[C@H]1Cl,7.076256717425279,1.752344205027267,1,0.6751396352694754,0.18808605125681677
C[C@H](Cl)CCl,7.800176022601203,1.482811058283549,1,0.7555751136223559,0.12070276457088724
Clc1ccc(CCc2ccc(Cl)cc2)cc1,6.990957054113964,2.145398853604544,1,0.6656618949015516,0.286349713401136
Cl[C@H]1COCCOCCOCCOCCOC[C@@H]1Cl,7.641552197963095,2.3275823296481386,0,0.7379502442181216,0.33189558241203465
C[C@@H]1C[C@H](Cl)[C@H](Cl)C[C@H]1C,7.800608214999035,2.0760898272434014,1,0.7556231349998928,0.26902245681085035
CC[C@@H](Cl)CCl,3.921732975198796,1.305850606046382,1,0.32463699724431067,0.07646265151159548
CC(C)[C@@H](Cl)CCl,5.539686772535671,1.5130438068614436,1,0.5044096413928523,0.1282609517153609
Brc1ccc(C(=C(c2ccc(Br)cc2)c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,6.77271059372592,1.725893319604726,1,0.6414122881917689,0.18147332990118148
Oc1ccc(-c2c(-c3ccc(Br)cc3)c(-c3ccc(O)cc3)c(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)c2-c2ccc(Br)cc2)cc1,7.6033754644271365,2.389570378674164,0,0.7337083849363485,0.347392594668541
Brc1ccc(-c2cc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)cc2-c2ccc(Br)cc2)cc1,6.7929502710503975,2.332626453960806,1,0.6436611412278219,0.33315661349020154
Oc1cc(O)c2cc1[C@H](c1ccc(F)cc1)c1cc(c(O)cc1O)[C@H](c1ccc(F)cc1)c1cc(c(O)cc1O)[C@H](c1ccc(F)cc1)c1cc(c(O)cc1O)[C@H]2c1ccc(F)cc1,8.896151844070133,2.2028578707694937,0,0.8773502048966814,0.3007144676923734
CCCCCCCCCCCCCCc1ccc(C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,8.460328319684898,3.138227108633621,1,0.8289253688538776,0.5345567771584052
Nc1ccc(-c2cc(-c3ccc(N)cc3)nc(-c3ccc(N)cc3)c2)cc1,7.450434266940616,3.0040290815463457,1,0.7167149185489573,0.5010072703865864
Nc1ccc(N2COc3c(c4c(c5c3CN(c3ccc(N)cc3)CO5)CN(c3ccc(N)cc3)CO4)C2)cc1,6.797823594081008,2.6599361866225175,0,0.6442026215645564,0.4149840466556294
Nc1ccc(B2OB(c3ccc(N)cc3)OB(c3ccc(N)cc3)O2)cc1,7.518556445121708,1.635627304001356,1,0.7242840494579675,0.158906826000339
Ic1ccc(N(c2ccc(I)cc2)c2ccc(I)cc2)cc1,6.756807632377549,1.9213775993301532,1,0.6396452924863943,0.2303443998325383
Ic1ccc(-c2cc(-c3ccc(I)cc3)nc(-c3ccc(I)cc3)c2)cc1,6.816235718685069,2.8939747226300705,1,0.6462484131872298,0.4734936806575176
C[C@H](F)C(O)=N[C@@H]1CCCC[C@H]1N=C(O)[C@H](C)F,8.08744958258419,2.1767593832926204,0,0.7874943980649101,0.2941898458231551
O[C@@H]1C[C@@H](F)[C@@H](F)C[C@H]1Br,7.35944181660728,2.198672761215809,0,0.7066046462896978,0.2996681903039522
Fc1ccc(/N=N/c2ccc(F)cc2)cc1,6.349382152477462,1.7466631868038944,1,0.594375794719718,0.1866657967009736
C[C@H](F)C(O)=NCCN=C(O)[C@H](C)F,6.866944006267133,2.4046790048598146,0,0.6518826673630147,0.35116975121495364
Fc1ccc2ccc3ccc(F)cc3c2c1,6.2659885764356265,2.6916536045011905,1,0.5851098418261808,0.4229134011252976
N#Cc1ccc([C@H](F)[C@@H](F)c2ccc(C#N)cc2)cc1,7.170026072011881,2.0845005276219224,1,0.6855584524457645,0.2711251319054806
O=C1C[C@H](c2ccc(F)cc2)N1c1ccc(F)cc1,7.399077585340672,2.7341803688292403,0,0.711008620593408,0.4335450922073101
FC[C@H](F)C(F)(F)F,5.604729868755049,2.0239524083926694,0,0.5116366520838943,0.25598810209816736
C[C@H](F)C(O)=NCCN=C(O)[C@@H](F)c1ccccc1,7.3749155259730745,2.6975668956668355,0,0.7083239473303417,0.4243917239167089
F[C@@H]1CSSC[C@H]1F,7.716072666826284,2.210807445221885,1,0.7462302963140315,0.3027018613054713
Fc1ccc(F)o1,5.660487538998131,1.6262906309020873,1,0.5178319487775701,0.1565726577255218
Clc1cc(Cl)c2ccc3c(Cl)cc(Cl)c4ccc1c2c43,5.255317187990032,2.2095768284167487,1,0.4728130208877814,0.3023942071041872
Clc1cc(Cl)cc(-c2cccc(-c3cc(Cl)cc(Cl)c3)c2)c1,6.144062635592215,2.757483447932173,1,0.5715625150658017,0.4393708619830432
Oc1ccc(-c2c(-c3ccc(Cl)cc3)c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)cc1,7.562812002888675,2.501476516177297,1,0.7292013336542973,0.3753691290443243
CC(C)(N)CN,6.69720588697386,1.695544643285431,1,0.6330228763304289,0.17388616082135777
N[C@H](CO)[C@@H](N)CO,7.74922820970391,1.937190820162197,1,0.7499142455226566,0.23429770504054925
Nc1ccc(N)[nH]1,7.551715750527302,1.7861432824872838,1,0.7279684167252558,0.19653582062182096
NCCN,5.581672421428852,1.080600659629142,1,0.5090747134920947,0.020150164907285495
Nc1cnc2c(ccc3cc(N)cnc32)c1,6.797348777492607,2.7507773116299505,1,0.6441498641658452,0.43769432790748763
Nc1ccc(Sc2ccc(N)cc2)cc1,7.24992506202779,1.747642864123239,1,0.6944361180030878,0.18691071603080978
NC[C@H](N)C(F)(F)F,7.330418167745254,2.4648955109867416,0,0.7033797964161393,0.3662238777466854
N[C@H]1C[C@@H](O)C(=O)C[C@H]1N,7.766158325745637,2.3112211423873186,0,0.751795369527293,0.32780528559682964
N[C@H]1COCCOCCOCCOCCOC[C@@H]1N,8.12431526612771,2.7627130822998707,1,0.791590585125301,0.44067827057496767
NC[C@H](N)O,7.467830578365914,1.699171308155417,0,0.718647842040657,0.17479282703885424
Cc1cc(C)c([C@H](N)[C@@H](N)c2c(C)cc(C)cc2C)c(C)c1,7.707211936872555,1.9303732060360042,1,0.7452457707636172,0.23259330150900104
N[C@H]1C[C@@H](Br)C(=O)C[C@H]1N,7.465070152337205,2.1919587563156946,0,0.7183411280374672,0.29798968907892365
O=Cc1ccc(-c2c3nc(c(-c4ccc(C=O)cc4)c4ccc([nH]4)c(-c4ccc(C=O)cc4)c4nc(c(-c5ccc(C=O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,8.651216679444726,3.6148292208394666,1,0.8501351866049696,0.6537073052098666
O=Cc1cc(C#Cc2ccc(C#Cc3cc(C=O)cc(C=O)c3)cc2)cc(C=O)c1,6.4925129465465234,2.4491740943988045,1,0.610279216282947,0.36229352359970113
ClCCCN(CCCCl)CCCCl,7.739596482538629,1.6054879006044191,1,0.7488440536154033,0.1513719751511048
Clc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(Cl)cc5)cc4)cc(-c4ccc(-c5ccc(Cl)cc5)cc4)c3)cc2)cc1,7.434330791929445,2.471742486261303,1,0.714925643547716,0.3679356215653258
Clc1ccc(C23CC4CC(c5ccc(Cl)cc5)(C2)CC(c2ccc(Cl)cc2)(C4)C3)cc1,7.7756470164088665,2.482193515628527,1,0.752849668489874,0.37054837890713177
Brc1ccc(-c2cccc(-c3ccc(Br)cc3)c2)cc1,6.6890555632119435,2.448326576972982,1,0.632117284801327,0.3620816442432455
CC(C)(Br)C(C)(C)Br,7.544271336805891,1.302661120567629,1,0.727141259645099,0.07566528014190727
Br[C@H]1CCC[C@@H](Br)C1,6.570135517263843,2.009612821586373,1,0.6189039463626492,0.2524032053965932
Brc1ccc(Br)s1,5.42307416107171,1.2294099057872596,1,0.49145268456352337,0.057352476446814904
Br[C@H]1CCCC[C@H]1Br,6.247599989864327,1.603934288663992,1,0.5830666655404807,0.150983572165998
Brc1ccc(C23CC4(c5ccc(Br)cc5)C[C@H](C2)C[C@H](C3)C4)cc1,7.834058835902726,2.502344199717429,0,0.7593398706558585,0.3755860499293573
Brc1ccc(-c2ccc(-c3ccc(-c4ccc(Br)cc4)cc3)cc2)cc1,6.76780016746395,1.581866810797624,1,0.6408666852737722,0.14546670269940598
Brc1cc2sc(Br)cc2s1,5.2998925229462985,1.7683651541499932,0,0.47776583588292204,0.1920912885374983
Br[C@H]1CC[C@@H](Br)CC1,7.439786059230634,1.8271596993479204,1,0.7155317843589594,0.2067899248369801
O=C1C[C@@H](Br)[C@@H](Br)C[C@H]1Br,7.803102339063889,1.84428435677882,0,0.7559002598959876,0.21107108919470502
OCc1ccc(N(c2ccc(CO)cc2)c2ccc(CO)cc2)cc1,7.7779923557754875,2.193507131344805,1,0.7531102617528319,0.2983767828362013
CCCCCCCCCCCCCCc1ccc(C(c2ccc(CO)cc2)(c2ccc(CO)cc2)c2ccc(CO)cc2)cc1,8.581397510549069,3.1547770032727414,1,0.8423775011721187,0.5386942508181853
CCCCOc1c(CCO)c(OCCCC)c(CCO)c(OCCCC)c1CCO,7.89648583934069,2.4426574709535673,1,0.7662762043711877,0.36066436773839183
OCc1ccc(C23CC4CC(c5ccc(CO)cc5)(C2)CC(c2ccc(CO)cc2)(C4)C3)cc1,8.529805469298564,2.6213152874898356,1,0.8366450521442849,0.4053288218724589
CCCCCCc1c(-c2ccc(CO)cc2)c(CCCCCC)c(-c2ccc(CO)cc2)c(CCCCCC)c1-c1ccc(CO)cc1,8.717048903055021,3.8109607740800984,1,0.8574498781172246,0.7027401935200246
OCc1ccc([C@H]2c3cc(c(O)cc3O)[C@H](c3ccc(CO)cc3)c3cc(c(O)cc3O)[C@H](c3ccc(CO)cc3)c3cc(c(O)cc3O)[C@@H](c3ccc(CO)cc3)c3cc2c(O)cc3O)cc1,9.24515275808643,2.458745403045633,0,0.9161280842318256,0.3646863507614082
Clc1ccc(C=c2c3ccc4c(=Cc5ccc(Cl)cc5)c5ccc6c(=Cc7ccc(Cl)cc7)c7ccc2c2c3c4c5c6c72)cc1,7.148345011493843,2.5842361840757997,0,0.6831494457215381,0.3960590460189499
Clc1ccc2c(Cl)cc(Cl)cc2c1,5.857424494952212,2.4537717930469705,0,0.539713832772468,0.3634429482617426
Clc1cc(Cl)nc(Cl)c1,4.804933303330197,1.4948036303840977,1,0.4227703670366885,0.12370090759602442
Oc1c(Cl)cc(Cl)c(O)c1Cl,5.2609267395382915,1.5945994495963598,1,0.4734363043931435,0.14864986239908995
Clc1cc(Cl)nc(Cl)n1,3.826294810462495,1.434581899978916,1,0.31403275671805503,0.10864547499472899
Ic1cc2ccc3cc(I)cc4ccc(c1)c2c34,6.066693658578268,1.9387650684949873,1,0.562965962064252,0.23469126712374683
OCc1ccc(CO)cc1,7.557540206770974,1.2432689224092326,1,0.7286155785301083,0.06081723060230815
OCCc1cccc(CCO)c1,7.876760314102478,1.7956268902842116,1,0.7640844793447198,0.1989067225710529
OCc1ccc(-c2cccc(-c3ccc(CO)cc3)c2)cc1,7.564037836417317,2.69982660553947,1,0.7293375373797019,0.4249566513848675
OCc1ccc(C#Cc2ccc(C#Cc3ccc(CO)cc3)cc2)cc1,7.319284274777184,1.8206206854884184,1,0.7021426971974649,0.2051551713721046
OC[C@H](c1ccc(F)cc1)[C@@H](CO)c1ccc(F)cc1,6.154886803617977,2.522213564127581,1,0.5727652004019974,0.3805533910318952
OCCc1ccc(CCO)cc1,7.799757951333861,1.58208729980463,1,0.755528661259318,0.1455218249511575
OCC[C@H](CO)C(F)(F)F,7.613419322795224,2.285436761392046,1,0.7348243691994694,0.3213591903480115
O=C1C[C@@H](CO)[C@@H](CO)C[C@H]1O,7.922402424938885,2.698766633749201,0,0.7691558249932094,0.4246916584373003
C[C@@H]1C[C@H](CO)[C@H](CO)C[C@H]1C,8.28065569337137,2.608121403022647,0,0.8089617437079301,0.40203035075566174
OCc1cc2cc(CO)sc2s1,7.067150706634042,2.217780572132675,1,0.6741278562926714,0.3044451430331687
OCCCOCCCO,7.998570739791489,1.4160615073579272,1,0.7776189710879433,0.10401537683948181
CCC(c1ccc(C#Cc2ccc(N)cc2)cc1)(c1ccc(C#Cc2ccc(N)cc2)cc1)c1ccc(C#Cc2ccc(N)cc2)cc1,7.399248150613557,2.825845959226493,1,0.7110275722903953,0.45646148980662327
Nc1ccc2c(N)cc(N)cc2c1,7.250206501624284,2.445670463114034,1,0.6944673890693649,0.3614176157785085
CCC(c1ccc(-c2ccc(N)cc2)cc1)(c1ccc(-c2ccc(N)cc2)cc1)c1ccc(-c2ccc(N)cc2)cc1,7.439503790957069,2.7328221412173557,0,0.715500421217452,0.4332055353043389
N[C@H]1O[C@H](N)O[C@@H](N)O1,7.399007274224724,1.4906568202729331,0,0.7110008082471916,0.12266420506823328
Brc1ccc(-c2cc(-c3ccc(Br)cc3)nc(-c3ccc(Br)cc3)c2)cc1,6.723299289076941,2.879203857629684,1,0.6359221432307712,0.46980096440742103
O=C(c1ccc(Br)cc1)c1cc(C(=O)c2ccc(Br)cc2)cc(C(=O)c2ccc(Br)cc2)c1,6.4475490423776085,2.001568999732471,1,0.6052832269308454,0.2503922499331177
CCC(c1ccc(C#Cc2ccc(Br)cc2)cc1)(c1ccc(C#Cc2ccc(Br)cc2)cc1)c1ccc(C#Cc2ccc(Br)cc2)cc1,4.427729784560573,2.5386586135040154,1,0.3808588649511748,0.38466465337600386
Brc1ccc(C=c2c3ccc4c(=Cc5ccc(Br)cc5)c5ccc6c(=Cc7ccc(Br)cc7)c7ccc2c2c3c4c5c6c72)cc1,7.181914772767053,2.4898595209543912,0,0.6868794191963392,0.3724648802385978
Brc1ccc(-c2nc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)[nH]2)cc1,6.880715066840159,2.9213711221220633,1,0.6534127852044621,0.4803427805305158
C[C@H](C(=O)O)C(O)=N[C@@H]1CCCC[C@H]1N=C(O)[C@H](C)C(=O)O,8.065507335958172,1.9853071202807624,0,0.785056370662019,0.2463267800701906
O=C(O)c1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1,6.58919517704855,1.7837055573921474,1,0.6210216863387278,0.19592638934803686
CC[C@@H](C)[C@H](C(=O)O)C(O)=NCCN=C(O)[C@H](C)C(=O)O,7.95203777527975,3.001398734945571,0,0.7724486416977501,0.5003496837363928
O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)cc1,6.841891843453643,2.062598679206104,1,0.6490990937170715,0.26564966980152604
O=C(O)CCNCCC(=O)O,7.363183218193051,1.4958127531654215,1,0.7070203575770058,0.12395318829135538
C[C@@H](CCCC(=O)O)C(=O)O,7.920590225050448,2.5225756013809986,1,0.7689544694500499,0.38064390034524964
O=C(O)c1ccc2c(c1)[C@H]1c3ccccc3[C@@H]2c2ccc(C(=O)O)cc21,7.689210104025662,2.2083154746363656,1,0.7432455671139624,0.3020788686590914
O=C(O)c1ccc(C(=O)O)s1,5.676935485667822,1.5510598735270276,0,0.5196594984075358,0.1377649683817569
O=C(O)CCOCCOCCC(=O)O,7.366013760751619,1.7184090617512955,1,0.7073348623057354,0.17960226543782387
O=C(O)[C@H](c1ccccc1)[C@@H](C(=O)O)c1ccccc1,7.945988805348828,1.9612664384117178,1,0.7717765339276476,0.24031660960292944
O=C(O)CCOCCC(=O)O,7.120975502723706,1.5846820953805403,1,0.6801083891915228,0.14617052384513507
O=C(O)c1ccc2[nH]c3ccc(C(=O)O)cc3c2c1,6.58839096120113,2.602115039950603,1,0.6209323290223477,0.4005287599876507
COc1cc(C(=O)O)c(OC)cc1C(=O)O,6.601295027507855,1.873914078510341,1,0.6223661141675394,0.21847851962758524
O=C(O)[C@H]1CC=CC[C@H]1C(=O)O,7.912030354626372,1.70677342225718,1,0.7680033727362636,0.176693355564295
Cc1c(C=O)cc(C=O)c(C)c1C=O,6.616360644071387,1.9481333128615765,1,0.6240400715634874,0.23703332821539413
O=Cc1cc(C=O)c(F)c(C=O)c1F,5.164855425991915,2.1022175845014583,1,0.46276171399910165,0.2755543961253646
BrCCCN(CCCBr)CCCBr,7.81054071330786,1.8052424441017085,1,0.7567267459230956,0.20131061102542713
Br[C@H]1C[C@H](Br)C[C@@H](Br)C1,7.166265180109755,2.023384332203902,0,0.6851405755677505,0.25584608305097545
CCCCCCc1c(-c2ccc(Br)cc2)c(CCCCCC)c(-c2ccc(Br)cc2)c(CCCCCC)c1-c1ccc(Br)cc1,8.304658148622886,3.5981273589068667,1,0.8116286831803207,0.6495318397267167
Ic1ccc(C#Cc2nc(C#Cc3ccc(I)cc3)c(C#Cc3ccc(I)cc3)nc2C#Cc2ccc(I)cc2)cc1,6.732572382716212,2.2631667385465466,1,0.636952486968468,0.31579168463663665
Ic1cc(I)c2ccc3c(I)cc(I)c4ccc1c2c43,5.563011305637092,2.7307248835080613,0,0.5070012561818991,0.4326812208770153
Ic1ccc2[nH]c3c(c2c1)c1[nH]c2ccc(I)cc2c1c1[nH]c2ccc(I)cc2c31,6.538430155092146,3.0781917270914945,0,0.6153811283435718,0.5195479317728736
I[C@H]1O[C@H](I)O[C@@H](I)O1,6.28559740670433,1.6526506441223432,0,0.5872886007449255,0.1631626610305858
CCC(c1ccc(C#Cc2ccc(CO)cc2)cc1)(c1ccc(C#Cc2ccc(CO)cc2)cc1)c1ccc(C#Cc2ccc(CO)cc2)cc1,7.767956261784872,2.821387275562497,1,0.7519951401983191,0.4553468188906242
N[C@H]1CN(Cc2ccccc2)C[C@@H]1N,7.870916942867206,1.9739367851064642,1,0.763435215874134,0.24348419627661605
N[C@@H]1C[C@@H](O)[C@H](O)C[C@H]1N,8.131659415147901,2.36290270086853,0,0.7924066016831001,0.3407256752171325
N[C@H]1CSSC[C@@H]1N,7.360641273207189,1.568430647973648,1,0.7067379192452432,0.14210766199341202
N[C@@H]1C[C@@H](O)[C@H](Br)C[C@H]1N,8.165511142865158,2.05997973695911,0,0.7961679047627954,0.2649949342397775
Ic1ccc(-c2ccc(C34CC5(c6ccc(-c7ccc(I)cc7)cc6)C[C@H](C3)C[C@H](C4)C5)cc2)cc1,8.250638546032501,3.2419736657210163,1,0.8056265051147223,0.5604934164302541
C[C@H](I)C(O)=N[C@@H]1CCCC[C@H]1N=C(O)[C@H](C)I,8.19322699338646,2.2112091431826366,1,0.7992474437096067,0.30280228579565915
ICCNCCI,7.792983177071502,1.600353127627427,1,0.7547759085635002,0.15008828190685675
Ic1ccc(Sc2ccc(I)cc2)cc1,6.642049066489994,1.686104294582162,1,0.6268943407211105,0.1715260736455405
O=C1C[C@@H](I)[C@@H](I)C[C@H]1O,6.39541128094359,2.188057005355825,0,0.5994901423270655,0.2970142513389562
ICCOCCI,7.542428022839134,1.4052176213022494,1,0.726936446982126,0.10130440532556234
I[C@H]1CC[C@@H](I)CC1,7.547687158131733,1.9446865170531051,1,0.7275207953479703,0.23617162926327628
N#C/C1=C/c2cc(C(=O)O)cc(c2)/C(C#N)=C\c2cc(C(=O)O)cc(c2)/C(C#N)=C\c2cc(C(=O)O)cc(c2)/C(C#N)=C\c2cc(C(=O)O)cc(c2)/C(C#N)=C\c2cc(C(=O)O)cc1c2,8.415080302110804,2.6248127974388966,1,0.8238978113456449,0.40620319935972415
O=C(O)c1cc(CCc2ccc(O)c(C(=O)O)c2)ccc1O,7.150652471824012,2.531082678264438,1,0.683405830202668,0.3827706695661095
COc1cc(C#Cc2cc(Br)cc(C(=O)O)c2)cc(C#Cc2cc(Br)cc(C(=O)O)c2)c1,6.8284090159277575,2.3100904973815277,1,0.6476010017697509,0.32752262434538193
CCCCC[C@@H](C=O)[C@H](C=O)CCCCC,7.829752830611581,1.9480725250188686,1,0.758861425623509,0.23701813125471716
O=C[C@H]1C[C@@H](Br)[C@H](O)C[C@H]1C=O,7.392572187707163,2.1420931414767823,0,0.7102857986341292,0.2855232853691956
O=Cc1cnc2c(ccc3cc(C=O)cnc32)c1,6.279511592268516,2.8605333525253327,1,0.5866123991409462,0.4651333381313332
O=Cc1ccc2c(ccc3cc(C=O)ccc32)c1,6.57965794693102,2.731419826190261,1,0.6199619941034467,0.43285495654756523
CC(C)(C=O)C(C)(C)C=O,7.479778059024703,1.3281144713420496,1,0.7199753398916336,0.08202861783551241
O=C[C@@H]1CN(Cc2ccccc2)C[C@@H]1C=O,7.20192204520161,2.3169265122963942,1,0.6891024494668456,0.32923162807409856
O=C[C@H]1[C@H]2c3ccccc3[C@H](c3ccccc32)[C@H]1C=O,7.470006752425432,1.955752346741437,0,0.7188896391583813,0.23893808668535926
C[C@H](C=O)C(O)=NCCN=C(O)[C@@H](C=O)c1ccccc1,7.595919376617858,2.7776760779202263,0,0.7328799307353175,0.4444190194800566
O=CCCOCCC=O,7.351411073344522,1.680834637626528,1,0.7057123414827247,0.170208659406632
O=Cc1ccc(C=O)o1,5.957098491267567,1.5615361702103543,1,0.5507887212519519,0.14038404255258857
O=Cc1ccc(C#Cc2ccc(C=O)cc2)cc1,6.5917775616565955,1.9738584390646559,1,0.6213086179618439,0.24346460976616396
C[C@@](C=O)(CC=O)C(F)(F)F,6.703366848559625,2.462703066354748,0,0.6337074276177361,0.36567576658868695
O=C[C@H]1CC=CC[C@H]1C=O,5.614528626510822,1.9471443458885196,1,0.5127254029456468,0.2367860864721299
Cc1cc(C)c([C@H](C=O)[C@@H](C=O)c2c(C)cc(C)cc2C)c(C)c1,7.336826747543105,1.8398439942501046,1,0.7040918608381228,0.20996099856252615
COc1c(CO)cc(C(C)(C)C)cc1CO,5.043733704062805,1.9143246021710159,0,0.4493037448958672,0.22858115054275396
OCc1cccc(CO)n1,7.437444135832209,1.4222715713048384,1,0.7152715706480232,0.1055678928262096
O=C[C@H]1O[C@@H](C=O)O[C@@H](C=O)O1,6.284690052566672,1.403558360048038,1,0.5871877836185191,0.10088959001200948
O=Cc1cccc2cc3cccc(C=O)c3cc12,6.617089100118134,2.1662386183417395,1,0.6241210111242371,0.29155965458543487
O=Cc1ccc(C#Cc2ccccc2C#Cc2ccc(C=O)cc2)cc1,6.773641347218918,2.155660887779487,1,0.6415157052465464,0.28891522194487174
O=Cc1cccc(-c2cccc(C=O)c2O)c1O,6.763011956338472,2.017614880936408,1,0.6403346618153858,0.25440372023410196
O=Cc1cc(O)c(C=O)cc1O,6.355350543048772,1.3637980339387343,1,0.5950389492276413,0.09094950848468358
O=C(O)c1ccc(-c2ccc(C34CC5CC(c6ccc(-c7ccc(C(=O)O)cc7)cc6)(C3)CC(c3ccc(-c6ccc(C(=O)O)cc6)cc3)(C5)C4)cc2)cc1,8.683381682218062,3.0355798423550597,1,0.853709075802007,0.5088949605887649
O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,6.8904169995292746,2.380584571198729,1,0.6544907777254749,0.34514614279968225
O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,5.805735663558879,1.7610050641679473,1,0.5339706292843199,0.19025126604198683
