C[C@]1(C=O)C[C@@](C)(C=O)C[C@@](C)(C=O)C1,NCC[S+]([O-])CCN
O=Cc1ccc(P(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1,NCC[S+]([O-])CCN
CC1(C)O[C@H]2O[C@H](C=O)[C@H](OCc3cc(CO[C@H]4[C@@H](C=O)O[C@@H]5OC(C)(C)O[C@H]45)cc(CO[C@H]4[C@@H](C=O)O[C@@H]5OC(C)(C)O[C@H]45)c3)[C@H]2O1,NCC[S+]([O-])CCN
O=Cc1ccc(P(c2ccc(C=O)o2)c2ccc(C=O)o2)o1,NCC[S+]([O-])CCN
O=Cc1cccc(OCc2cc(COc3cccc(C=O)c3)cc(COc3cccc(C=O)c3)c2)c1,NCC[S+]([O-])CCN
O=Cc1cc(C=O)c(Cl)c(C=O)c1,NCC[S+]([O-])CCN
Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,NCC[S+]([O-])CCN
O=C[C@H]1C[C@@H](C=O)C[C@@H](C=O)C1,NCC[S+]([O-])CCN
O=Cc1ccccc1P(c1ccccc1C=O)c1ccccc1C=O,NCC[S+]([O-])CCN
Cc1c(C=O)cc(C=O)cc1C=O,NCC[S+]([O-])CCN
O=CC(C=O)C=O,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1csc(C=O)c1C=O,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1cc(C=O)cc(C=O)c1,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1c(Cl)c(C=O)c(Cl)c(C=O)c1Cl,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1c(Br)c(C=O)c(Br)c(C=O)c1Br,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,NC(CS[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1cccc(C=O)c1C=O,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=CC(C=O)C=O,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1csc(C=O)c1C=O,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1cc(C=O)cc(C=O)c1,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1ccc(B2OB(c3ccc(C=O)cc3)OB(c3ccc(C=O)cc3)O2)cc1,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1ccc(P(c2ccc(C=O)o2)c2ccc(C=O)o2)o1,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1c(Cl)c(C=O)c(Cl)c(C=O)c1Cl,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1c(Br)c(C=O)c(Br)c(C=O)c1Br,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,NC(CC[S+]([O-])CC(N)C(=O)O)C(=O)O
O=Cc1cccc(C=O)c1C=O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
COc1cc(C=O)ccc1OP(=O)(Oc1ccc(C=O)cc1OC)Oc1ccc(C=O)cc1OC,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1ccc(OP(=S)(Oc2ccc(C=O)cc2)Oc2ccc(C=O)cc2)cc1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1csc(C=O)c1C=O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1ccc(Oc2nc(Oc3ccc(C=O)cc3)nc(Oc3ccc(C=O)cc3)n2)cc1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1cc(C=O)cc(C=O)c1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
CCOC(=O)C(CC=O)(CC=O)CC=O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
CC[Si](C#Cc1c(C=O)c(C#C[Si](CC)(CC)CC)c(C=O)c(C#C[Si](CC)(CC)CC)c1C=O)(CC)CC,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1ccccc1Oc1nc(Oc2ccccc2C=O)nc(Oc2ccccc2C=O)n1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1ccc(B2OB(c3ccc(C=O)cc3)OB(c3ccc(C=O)cc3)O2)cc1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
C[C@]1(C=O)C[C@@](C)(C=O)C[C@@](C)(C=O)C1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1ccc(P(c2ccc(C=O)o2)c2ccc(C=O)o2)o1,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1c(Cl)c(C=O)c(Cl)c(C=O)c1Cl,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1c(Br)c(C=O)c(Br)c(C=O)c1Br,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1ccccc1P(c1ccccc1C=O)c1ccccc1C=O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
Cc1c(C=O)cc(C=O)cc1C=O,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
O=Cc1c(I)c(C=O)c(I)c(C=O)c1I,N[C@@H](CS[S@+]([O-])C[C@H](N)C(=O)O)C(=O)O
Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,CCOC(=O)C(N)CSSCC(N)C(=O)OCC
COc1cc2c(cc1C=O)Cc1cc(OC)c(C=O)cc1Cc1cc(OC)c(C=O)cc1C2,NCC(=O)NC(=O)CC[C@H](N)C(=O)O
O=Cc1ccccc1OCCN(CCOc1ccccc1C=O)CCOc1ccccc1C=O,C[C@@H](N)[C@@H](C)N
COc1cc2c(cc1C=O)Cc1cc(OC)c(C=O)cc1Cc1cc(OC)c(C=O)cc1C2,CC(O)CN(CCN)CCN
COc1cc2c(cc1C=O)Cc1cc(OC)c(C=O)cc1Cc1cc(OC)c(C=O)cc1C2,NCC(N)c1ccc(Br)cn1
COc1cc2c(cc1C=O)Cc1cc(OC)c(C=O)cc1Cc1cc(OC)c(C=O)cc1C2,NCC(F)CN
O=Cc1cc(C=O)c(C=O)s1,NC1CCC(N)(C(=O)O)CC1
O=Cc1ccccc1OCCN(CCOc1ccccc1C=O)CCOc1ccccc1C=O,C[C@H](N)[C@@H](C)N
CC(C)(C)c1cc(C#Cc2cc(C#Cc3cc(C=O)c(O)c(C(C)(C)C)c3)cc(C#Cc3cc(C=O)c(O)c(C(C)(C)C)c3)c2)cc(C=O)c1O,NC(C(=O)NCC1(N)CCC1)C(F)(F)F
O=Cc1cccc(C=O)c1C=O,NCCN(CCN)CC(=O)O
O=Cc1ccc(C=O)c(C=O)c1,NCCN(CCN)CC(=O)O
O=Cc1ccccc1OCCN(CCOc1ccccc1C=O)CCOc1ccccc1C=O,C[C@H](N)[C@H](C)N
O=CC(C=O)C=O,NCC(N)c1cc2ccccc2o1
COc1cc2c(cc1C=O)Cc1cc(OC)c(C=O)cc1Cc1cc(OC)c(C=O)cc1C2,CC(C)CC(C)(CN)NC(=O)c1csc(CCN)n1
O=Cc1ccccc1OCCN(CCOc1ccccc1C=O)CCOc1ccccc1C=O,COc1cc(CCN)cc2c1Oc1cc(CCN)cc(OC)c1O2
O=Cc1ccccc1OCCN(CCOc1ccccc1C=O)CCOc1ccccc1C=O,NCCCC[C@@H](N)C(=O)OB(c1ccccc1)c1ccccc1
O=Cc1ccccc1OCCN(CCOc1ccccc1C=O)CCOc1ccccc1C=O,CC(N)C(C)N
Cc1c(Cc2ccc(C=O)cc2)c(C)c(Cc2ccc(C=O)cc2)c(C)c1Cc1ccc(C=O)cc1,NCCCN(CCCN)S(=O)(=O)c1ccc(N)cc1
